title,description,created on,duration,engagement,fixed job amount (USD),hourly budget,client location,is Payment verified,total spent (USD),total reviews,feedback,experience level,proposal tier,is enterprise,connect price,job url
"Pro Live Audio Hifi Designer

","Hey. I’m designing the sound design for a long and narrow fitness studio and
need help designing the speaker layout design.

",2023-05-09T11:04:10+00:00,Less than 1 month,Less than 30 hrs/week,                0.00,$24.00-$45.00,United States,Yes,"           26,930.11",1,"5.00 Stars, based on 1 feedback",Expert,5 to 10,False,4,[jobLink](https://www.upwork.com/jobs/~01cd96289a2dce5a9a)
"Build a website to automatically mix & masters songs that people have recorded

","I would like to create something that people can upload their vocals that they
have recorded at home or in a studio to a website that will automatically
transform it to sound mixed & mastered. A website that would be similar to
emastered.com or landr.com but is more complex because they solely focus on
the mastering side of music. I would like to create something that does both
mixing & mastering. AI may be needed to create what I am envisioning. There
will need to be a way to incorporate plugins or at least the things they do to
the audio that I use personally for mixing & mastering in Pro Tools & Logic
Pro onto the website. Pitch correction, equalization, compressors, reverb,
delay, etc. Over the years I have created a vocal template that is universal.
Sounds good on pretty much every person I have ever recorded. But the problem
with this is that I would need to manually download stems that people have
uploaded and input them into my DAW insert my plugins onto the audio channel
and export the project file and upload it back to the website to return it to
the client. I need something that is automatically. like a generator. Analyzes
the audio and manipulates it from the cloud and returns it back to the client
within a minute or less giving them options on how they want it to sound.
People will upload the raw stems of their song. Lead vocals need to be
included and doubles and ad libs are optional. for right now I would just want
to focus on having the beat for the song as one file but all the vocal stems
separate from each other. the websites job is to mix the vocals and give
options for different types of sounds to match the feel of the song. After the
mixing process is done then the song will have to be mastered. Emastered is a
good example because I would like to do a similar way of processing as they
have achieved for their website.

",2023-04-22T20:47:24+00:00,3 to 6 months,Less than 30 hrs/week,                0.00,,Canada,No,                0.00,0,No feedback yet,Expert,Less than 5,False,6,[jobLink](https://www.upwork.com/jobs/~01a094ee303ccb66cd)
"Audio Engineer for Live Performances

","Looking for an audio engineer for a string of shows in London, Brighton, and
Barcelona. Need someone who is proficient in Ableton Live and has previous
experience as a sound engineer for live performances.

",2023-04-28T23:44:58+00:00,Less than 1 month,Less than 30 hrs/week,                0.00,$25.00-$40.00,United States,No,                0.00,0,No feedback yet,Expert,Less than 5,False,4,[jobLink](https://www.upwork.com/jobs/~01880c571db2fc54e6)
"Score for a Short film

","Hey this is Aryan Surya from Surya Creations we have a short film in place.We
were searching for people who can score our film with sfx being the major
portion of the background score. Speaking more about the story of the short
film it is the story of a garbage picking small child. If you are interested
in working with us i request you to contact us through instagram or email as
given below. Instagram: https://www.instagram.com/suryacreation_studio/ Email:
suryacreationsstudios@outlook.com

",2023-04-24T03:51:17+00:00,Less than 1 month,Hours to be determined,                0.00,,India,No,                0.00,0,No feedback yet,Intermediate,5 to 10,False,2,[jobLink](https://www.upwork.com/jobs/~01a5204b83a8c57020)
"Audio engineer for a church

","Sound engineering for in house as well as streaming on Sundays from 10-12:30pm

",2023-04-25T20:43:16+00:00,Less than 1 month,Less than 30 hrs/week,                0.00,,United States,No,                0.00,0,No feedback yet,Intermediate,Less than 5,False,2,[jobLink](https://www.upwork.com/jobs/~0127a1fb9ad43d83e2)
"Audio engineer needed

","I have usb midi cables running from computer to looper to keep tempo. And I
also have interface that sends sounds from daw into looper. Between the too I
get a buzzing feedback. Is it possible to run all on one computer/daw? Am I
going to need a second computer? Looking for guidance and consulting. Thank
you.

",2023-05-04T17:21:05+00:00,Less than 1 month,Less than 30 hrs/week,                0.00,,United States,Yes,                0.00,0,No feedback yet,Intermediate,5 to 10,False,4,[jobLink](https://www.upwork.com/jobs/~0161a206d19126dfca)
"vMix and Flow8 Audio Expert

","I do lots of broadcasting/podcasting and have been struggling to get my vMix
and Flow 8 to sound their best (as far as my voice output is concerned). Would
love to have a pro help fine tune and optimize my settings.

",2023-04-03T21:55:15+00:00,Less than 1 month,Less than 30 hrs/week,                0.00,$30.00-$50.00,United States,Yes,"          145,967.55",81,"4.92 Stars, based on 81 feedbacks",Expert,Less than 5,False,4,[jobLink](https://www.upwork.com/jobs/~011e59c8795f72f2e1)
"An Eastern European or Baltic states instrumental folk or classical song

","I am looking to get a historical or folk song done for my fiction character. I
am not 100% sure on her ethnic background, but she is probably from one of the
Baltic states, Estonia or Russia. Maybe Ukraine? Commercial use, mixing and
mastering needed. I already have modern songs and orchestral songs done for
her, but nothing specific to her character's heritage. So basically this song
would be a song with a violin and a song fitting the genre of her ethnic
heritage or otherwise her lineage.

",2023-04-28T00:27:47+00:00,Less than 1 month,,               20.00,,United States,Yes,"            1,136.50",29,"4.81 Stars, based on 29 feedbacks",Entry level,Less than 5,False,4,[jobLink](https://www.upwork.com/jobs/~01ddf5510530de2b69)
"Compose (and produce) some folk songs

","Write and if possible produce a war song. short and tribal sound. please state
your cost and time line. Thanks

",2023-04-26T00:53:46+00:00,Less than 1 month,Less than 30 hrs/week,                0.00,,United States,No,                0.00,0,No feedback yet,Intermediate,5 to 10,False,4,[jobLink](https://www.upwork.com/jobs/~010ae433d1214d4dd6)
"Need a Rapper

","We need a rap artist with fluent English. Lyrics will be provided by us.
Composition and Vocals to be done by the freelancer.

",2023-04-23T19:26:38+00:00,Less than 1 month,Less than 30 hrs/week,                0.00,,India,No,                0.00,0,No feedback yet,Intermediate,10 to 15,False,4,[jobLink](https://www.upwork.com/jobs/~0118564c9650c7737b)
"Jazz composer/producer needed for creating 30 Jazz songs.

","We are looking for an experienced jazz music composer/producer who can write
and record studio-quality instrumental arrangements and write melodies for
vocalists. All copyrights, related and mechanical rights on created works
shall be transferred to our company exclusively and perpetually (buyout).
Genres: JAZZ. Tracks should be a minimum of 4 minutes duration, not
repetitive. We need to create 30 songs - The budget for the entire project is
2000 USD. References - https://s.disco.ac/vlcuykriigdl

",2023-05-12T09:59:56+00:00,1 to 3 months,,"            2,000.00",,Poland,Yes,"            4,227.50",11,"4.92 Stars, based on 11 feedbacks",Expert,10 to 15,False,8,[jobLink](https://www.upwork.com/jobs/~01f1139ab92e45f38a)
"iOS Swift for Audio Synthesizer/Beat Making/Sound Effect App Development

","We are looking for an experienced and ambitious iOS app developer that is
looking for a longterm partnership making Synthesizer, Beat Making & Sound
Effect related App Development. Must have deep experience coding up to full
iOS standards. Must know Swift very well. Must have numerous apps that you
have already worked on. We are looking for someone who is truly very
passionate about app development. Someone who not only develops apps but
naturally uses apps and enjoys researching/testing new trending apps. Must
have true passion for developing iOS apps. It would be great if you also have
passion for music, production, or play an instrument. If you have already
worked on sound/audio related apps before, please let us know. Again, we are
looking for a longterm partnership where we would work on an array of
sound/audio related apps. Please start your post with: 'iOS Swift Synthesizer
Expert. This way we can confirm you read our entire post. Thank you!

",2023-04-24T20:44:17+00:00,More than 6 months,30+ hrs/week,                0.00,$5.00-$15.00,United States,Yes,"            8,836.97",56,"4.97 Stars, based on 56 feedbacks",Expert,5 to 10,False,8,[jobLink](https://www.upwork.com/jobs/~019fc17dcc0e8d5731)
